20061109,dahl,5895,50,23,-9999,-9999,-9999,117,1,0,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999
20061110,dahl,5419,41,31,-9999,-9999,-9999,364,125,103,-9999,-9999,-9999,26,88,79,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999
20061111,TUSCHY,5247,55,25,-9999,-9999,-9999,583,178,133,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999
20061112,dahl,5356,87,48,-9999,-9999,-9999,403,60,43,-9999,-9999,-9999,132,25,14,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999
20061113,Groenemeijer,5587,19,8,-9999,-9999,-9999,432,25,14,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999
20061114,VAN DER VELDE,5853,15,6,6271,0,0,184,11,5,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20061115,Gatzen,5761,8,5,-9999,-9999,-9999,233,61,56,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999
20061116,Gatzen,5615,58,25,6073,3,3,288,34,22,322,0,0,44,24,16,68,0,0,0,0,0,0,0,0
20061117,TUSCHY,5130,93,47,-9999,-9999,-9999,571,113,91,-9999,-9999,-9999,139,17,8,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999
20061118,dahl,4988,66,34,5457,0,0,873,136,95,1008,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20061119,dahl,5112,39,18,-9999,-9999,-9999,862,50,34,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999
20061120,Groenemeijer,5150,66,32,-9999,-9999,-9999,729,118,85,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999
20061121,VAN DER VELDE,4870,34,22,5307,0,0,796,272,237,1067,1,1,87,4,2,91,0,0,0,0,0,0,0,0
20061122,Gatzen,5168,8,6,-9999,-9999,-9999,733,83,70,-9999,-9999,-9999,62,9,6,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999
20061123,Gatzen,5144,101,46,-9999,-9999,-9999,651,129,100,-9999,-9999,-9999,12,26,20,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999
20061124,dahl,5223,108,80,5733,1,1,515,151,114,666,0,0,64,2,0,66,0,0,0,0,0,0,0,0
20061125,TUSCHY,4461,9,3,4873,0,0,1041,175,115,1216,0,0,306,71,46,376,1,1,0,0,0,0,0,0
20061126,dahl,5061,65,32,-9999,-9999,-9999,701,97,63,-9999,-9999,-9999,121,18,12,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999
20061127,Groenemeijer,5168,16,8,-9999,-9999,-9999,715,164,120,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999
20061128,VAN DER VELDE,5325,74,45,-9999,-9999,-9999,564,100,80,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999
20061129,Gatzen,5604,66,36,-9999,-9999,-9999,259,134,121,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999
20061130,Gatzen,5812,7,0,6222,0,0,227,17,9,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20061201,dahl,5618,46,25,6067,0,0,333,17,11,350,0,0,48,1,0,49,0,0,0,0,0,0,0,0
20061202,TUSCHY,4901,28,19,-9999,-9999,-9999,707,128,100,-9999,-9999,-9999,278,21,9,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999
20061203,Groenemeijer,4716,33,17,5151,1,1,851,117,92,968,0,0,237,1,0,236,2,2,96,12,8,107,1,1
20061204,TUSCHY,5234,35,19,-9999,-9999,-9999,746,48,30,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999
20061206,Gatzen,4849,55,26,-9999,-9999,-9999,896,263,212,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999
